Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto,Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6507","Transformación de alimentos","2014","2014","mil toneladas","8230.915314","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6507","Transformación de alimentos","2015","2015","mil toneladas","8512.838248","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6507","Transformación de alimentos","2016","2016","mil toneladas","8892.123649","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6507","Transformación de alimentos","2017","2017","mil toneladas","9285.746301","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6507","Transformación de alimentos","2018","2018","mil toneladas","8600.539113","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6507","Transformación de alimentos","2019","2019","mil toneladas","9136.82814","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6507","Transformación de alimentos","2020","2020","mil toneladas","9274.532742","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6507","Transformación de alimentos","2021","2021","mil toneladas","10084.918955","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","1990","1990","mil toneladas","11282.887674","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","1991","1991","mil toneladas","11611.86453","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","1992","1992","mil toneladas","12375.144906","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","1993","1993","mil toneladas","12158.27424","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","1994","1994","mil toneladas","12799.419098","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","1995","1995","mil toneladas","13799.267255","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","1996","1996","mil toneladas","13918.310045","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","1997","1997","mil toneladas","14891.636413","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","1998","1998","mil toneladas","14652.148899","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","1999","1999","mil toneladas","15693.783368","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2000","2000","mil toneladas","17159.959653","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2001","2001","mil toneladas","17391.784125","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2002","2002","mil toneladas","18183.997683","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2003","2003","mil toneladas","19308.052518","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2004","2004","mil toneladas","20170.593644","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2005","2005","mil toneladas","20036.142617","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2006","2006","mil toneladas","21669.156122","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2007","2007","mil toneladas","22966.231873","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2008","2008","mil toneladas","24861.688716","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2009","2009","mil toneladas","25875.355446","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2010","2010","mil toneladas","27318.871146","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2011","2011","mil toneladas","28001.998179","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2012","2012","mil toneladas","29782.9474","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2013","2013","mil toneladas","32265.304622","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2014","2014","mil toneladas","33965.775043","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2015","2015","mil toneladas","34192.15445","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2016","2016","mil toneladas","33430.367409","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2017","2017","mil toneladas","34813.70908","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2018","2018","mil toneladas","36611.502999","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2019","2019","mil toneladas","39940.658882","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2020","2020","mil toneladas","36247.281584","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6815","Transformación de alimentos","2021","2021","mil toneladas","39305.322808","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","1990","1990","mil toneladas","3419.928966","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","1991","1991","mil toneladas","3081.057094","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","1992","1992","mil toneladas","2692.232831","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","1993","1993","mil toneladas","2301.690148","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","1994","1994","mil toneladas","2441.873207","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","1995","1995","mil toneladas","2726.142841","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","1996","1996","mil toneladas","1852.142546","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","1997","1997","mil toneladas","2101.559474","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","1998","1998","mil toneladas","2640.093371","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","1999","1999","mil toneladas","2675.706727","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2000","2000","mil toneladas","3045.432894","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2001","2001","mil toneladas","3455.078764","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2002","2002","mil toneladas","3894.877248","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2003","2003","mil toneladas","4448.368198","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2004","2004","mil toneladas","4744.711632","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2005","2005","mil toneladas","4787.973937","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2006","2006","mil toneladas","5093.376618","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2007","2007","mil toneladas","5273.778904","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2008","2008","mil toneladas","5810.580588","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2009","2009","mil toneladas","7080.961175","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2010","2010","mil toneladas","7615.326662","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2011","2011","mil toneladas","4992.158908","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2012","2012","mil toneladas","5016.735714","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2013","2013","mil toneladas","5375.983582","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2014","2014","mil toneladas","5796.277503","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2015","2015","mil toneladas","6532.595929","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2016","2016","mil toneladas","6210.334458","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2017","2017","mil toneladas","5796.592706","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2018","2018","mil toneladas","6454.332367","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2019","2019","mil toneladas","6464.781678","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2020","2020","mil toneladas","7305.023074","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6506","Envasado alimentario","2021","2021","mil toneladas","7725.033168","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","1990","1990","mil toneladas","4011.211744","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","1991","1991","mil toneladas","4161.847713","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","1992","1992","mil toneladas","3735.501258","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","1993","1993","mil toneladas","4747.397528","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","1994","1994","mil toneladas","4797.035957","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","1995","1995","mil toneladas","4960.903072","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","1996","1996","mil toneladas","5766.346496","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","1997","1997","mil toneladas","6930.587466","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","1998","1998","mil toneladas","7725.958622","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","1999","1999","mil toneladas","8409.921918","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2000","2000","mil toneladas","9075.185705","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2001","2001","mil toneladas","9893.517803","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2002","2002","mil toneladas","10890.545735","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2003","2003","mil toneladas","11931.031785","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2004","2004","mil toneladas","13376.762903","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2005","2005","mil toneladas","14550.874341","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2006","2006","mil toneladas","15770.942163","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2007","2007","mil toneladas","16815.60469","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2008","2008","mil toneladas","18825.989495","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2009","2009","mil toneladas","19308.692964","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2010","2010","mil toneladas","18864.369606","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2011","2011","mil toneladas","19745.007739","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2012","2012","mil toneladas","16364.680859","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2013","2013","mil toneladas","21431.296217","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2014","2014","mil toneladas","25839.239036","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2015","2015","mil toneladas","29955.310112","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2016","2016","mil toneladas","38254.268076","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2017","2017","mil toneladas","41230.134653","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2018","2018","mil toneladas","44786.951258","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2019","2019","mil toneladas","49660.168887","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2020","2020","mil toneladas","52454.141186","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6508","Venta de alimentos","2021","2021","mil toneladas","58839.470088","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","1990","1990","mil toneladas","19033.717769","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","1991","1991","mil toneladas","22588.46583","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","1992","1992","mil toneladas","22731.123367","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","1993","1993","mil toneladas","24572.08072","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","1994","1994","mil toneladas","25497.133966","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","1995","1995","mil toneladas","27056.464595","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","1996","1996","mil toneladas","29054.44425","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","1997","1997","mil toneladas","31254.565533","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","1998","1998","mil toneladas","33847.271982","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","1999","1999","mil toneladas","35409.084214","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2000","2000","mil toneladas","34440.146914","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2001","2001","mil toneladas","37391.571811","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2002","2002","mil toneladas","37755.874643","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2003","2003","mil toneladas","40237.35247","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2004","2004","mil toneladas","44491.849398","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2005","2005","mil toneladas","46628.990209","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2006","2006","mil toneladas","48572.789266","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2007","2007","mil toneladas","51278.926812","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2008","2008","mil toneladas","54304.445927","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2009","2009","mil toneladas","53345.042123","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2010","2010","mil toneladas","52478.981397","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2011","2011","mil toneladas","55995.666048","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2012","2012","mil toneladas","60435.81497","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2013","2013","mil toneladas","62678.592951","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2014","2014","mil toneladas","65529.02885","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2015","2015","mil toneladas","68178.143212","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2016","2016","mil toneladas","70078.480972","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2017","2017","mil toneladas","71145.054816","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2018","2018","mil toneladas","78352.014525","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2019","2019","mil toneladas","79327.964045","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2020","2020","mil toneladas","80165.341885","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","002","África","7273","Emisiones (CO2)","6505","Consumo de alimentos en los hogares","2021","2021","mil toneladas","76269.90714","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","019","Américas","7273","Emisiones (CO2)","6504","Fabricación de fertilizantes","1990","1990","mil toneladas","37091.677478","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","019","Américas","7273","Emisiones (CO2)","6504","Fabricación de fertilizantes","1991","1991","mil toneladas","37299.605323","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","019","Américas","7273","Emisiones (CO2)","6504","Fabricación de fertilizantes","1992","1992","mil toneladas","36946.786904","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","019","Américas","7273","Emisiones (CO2)","6504","Fabricación de fertilizantes","1993","1993","mil toneladas","36500.82542","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","019","Américas","7273","Emisiones (CO2)","6504","Fabricación de fertilizantes","1994","1994","mil toneladas","37345.304397","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","019","Américas","7273","Emisiones (CO2)","6504","Fabricación de fertilizantes","1995","1995","mil toneladas","37533.625486","E","Valor estimado"
"GPP","Emisiones derivadas de las fases anteriores y posteriores a la producción agrícola","019","Américas","7273","Emisiones (CO2)","6504","Fabricación de fertilizantes","1996","1996","mil toneladas","38319.553172","E","Valor estimado"
